Method,Path,Service,Category,Security
GET,"/api/v1/upload/metadata/:fileId",upload,file-management,role-based
GET,"/api/v1/upload/tags/:fileId",upload,file-management,role-based
GET,"/api/v1/upload/move/:fileId",upload,file-management,role-based
GET,"/api/v1/upload/copy/:fileId",upload,file-management,role-based
GET,"/api/v1/upload/rename/:fileId",upload,file-management,role-based
GET,"/api/v1/upload/compress",upload,file-management,role-based
GET,"/api/v1/upload/decompress/:fileId",upload,file-management,role-based
GET,"/api/v1/upload/convert/:fileId",upload,file-management,role-based
GET,"/api/v1/upload/merge",upload,file-management,role-based
GET,"/api/v1/upload/split/:fileId",upload,file-management,role-based
GET,"/api/v1/upload/watermark/:fileId",upload,file-management,role-based
GET,"/api/v1/upload/encrypt/:fileId",upload,file-management,role-based
GET,"/api/v1/upload/decrypt/:fileId",upload,file-management,role-based
GET,"/api/v1/upload/sign/:fileId",upload,file-management,role-based
GET,"/api/v1/upload/verify-signature/:fileId",upload,file-management,role-based
GET,"/api/v1/upload/ocr/:fileId",upload,file-management,role-based
GET,"/api/v1/upload/extract-text/:fileId",upload,file-management,role-based
GET,"/api/v1/upload/folders",upload,file-management,role-based
GET,"/api/v1/upload/folders/:id",upload,file-management,role-based
PUT,"/api/v1/upload/folders/:id",upload,file-management,role-based
GET,"/api/v1/upload/recent",upload,file-management,role-based
GET,"/api/v1/upload/shared",upload,file-management,role-based
GET,"/api/v1/upload/trash",upload,file-management,role-based
GET,"/api/v1/upload/storage-stats",upload,file-management,role-based
GET,"/api/v1/upload/cleanup",upload,file-management,role-based
GET,"/api/v1/upload/policies",upload,file-management,role-based
GET,"/api/v1/admin/departments",adminDepartments,administration,admin only
POST,"/api/v1/admin/departments",adminDepartments,administration,admin only
GET,"/api/v1/admin/departments/:id",adminDepartments,administration,admin only
PUT,"/api/v1/admin/departments/:id",adminDepartments,administration,admin only
DELETE,"/api/v1/admin/departments/:id",adminDepartments,administration,admin only
GET,"/api/v1/admin/departments/endpoint5",adminDepartments,administration,admin only
GET,"/api/v1/admin/departments/endpoint6",adminDepartments,administration,admin only
GET,"/api/v1/admin/departments/endpoint7",adminDepartments,administration,admin only
GET,"/api/v1/admin/doctors",adminDoctors,administration,admin only
POST,"/api/v1/admin/doctors",adminDoctors,administration,admin only
GET,"/api/v1/admin/doctors/:id",adminDoctors,administration,admin only
PUT,"/api/v1/admin/doctors/:id",adminDoctors,administration,admin only
DELETE,"/api/v1/admin/doctors/:id",adminDoctors,administration,admin only
GET,"/api/v1/admin/doctors/endpoint5",adminDoctors,administration,admin only
GET,"/api/v1/admin/notifications",adminNotifications,administration,admin only
POST,"/api/v1/admin/notifications",adminNotifications,administration,admin only
GET,"/api/v1/admin/notifications/:id",adminNotifications,administration,admin only
PUT,"/api/v1/admin/notifications/:id",adminNotifications,administration,admin only
DELETE,"/api/v1/admin/notifications/:id",adminNotifications,administration,admin only
GET,"/api/v1/admin/notifications/endpoint5",adminNotifications,administration,admin only
GET,"/api/v1/admin/notifications/endpoint6",adminNotifications,administration,admin only
GET,"/api/v1/admin/notifications/endpoint7",adminNotifications,administration,admin only
GET,"/api/v1/admin/notifications/endpoint8",adminNotifications,administration,admin only
GET,"/api/v1/admin/notifications/endpoint9",adminNotifications,administration,admin only
GET,"/api/v1/admin/notifications/endpoint10",adminNotifications,administration,admin only
GET,"/api/v1/admin/notifications/endpoint11",adminNotifications,administration,admin only
GET,"/api/v1/admin",admin,administration,admin only
POST,"/api/v1/admin",admin,administration,admin only
GET,"/api/v1/admin/:id",admin,administration,admin only
PUT,"/api/v1/admin/:id",admin,administration,admin only
DELETE,"/api/v1/admin/:id",admin,administration,admin only
GET,"/api/v1/admin/endpoint5",admin,administration,admin only
GET,"/api/v1/admin/endpoint6",admin,administration,admin only
GET,"/api/v1/admin/endpoint7",admin,administration,admin only
GET,"/api/v1/admin/endpoint8",admin,administration,admin only
GET,"/api/v1/admin/endpoint9",admin,administration,admin only
GET,"/api/v1/admin/endpoint10",admin,administration,admin only
GET,"/api/v1/admin/endpoint11",admin,administration,admin only
GET,"/api/v1/admin/endpoint12",admin,administration,admin only
GET,"/api/v1/admin/endpoint13",admin,administration,admin only
GET,"/api/v1/admin/endpoint14",admin,administration,admin only
GET,"/api/v1/admin/endpoint15",admin,administration,admin only
GET,"/api/v1/admin/endpoint16",admin,administration,admin only
GET,"/api/v1/admin/endpoint17",admin,administration,admin only
GET,"/api/v1/admin/endpoint18",admin,administration,admin only
GET,"/api/v1/admin/endpoint19",admin,administration,admin only
GET,"/api/v1/admin/endpoint20",admin,administration,admin only
GET,"/api/v1/admin/endpoint21",admin,administration,admin only
GET,"/api/v1/analytics",analytics,administration,admin + manager
POST,"/api/v1/analytics",analytics,administration,admin + manager
GET,"/api/v1/analytics/:id",analytics,administration,admin + manager
PUT,"/api/v1/analytics/:id",analytics,administration,admin + manager
DELETE,"/api/v1/analytics/:id",analytics,administration,admin + manager
GET,"/api/v1/analytics/endpoint5",analytics,administration,admin + manager
GET,"/api/v1/analytics/endpoint6",analytics,administration,admin + manager
GET,"/api/v1/analytics/endpoint7",analytics,administration,admin + manager
GET,"/api/v1/analytics/endpoint8",analytics,administration,admin + manager
GET,"/api/v1/analytics/endpoint9",analytics,administration,admin + manager
GET,"/api/v1/staff",staff,administration,hr + management
POST,"/api/v1/staff",staff,administration,hr + management
GET,"/api/v1/staff/:id",staff,administration,hr + management
POST,"/api/v1/staff",staff,administration,hr + management
PUT,"/api/v1/staff/:id",staff,administration,hr + management
DELETE,"/api/v1/staff/:id",staff,administration,hr + management
GET,"/api/v1/staff/profile/:id",staff,administration,hr + management
PUT,"/api/v1/staff/profile/:id",staff,administration,hr + management
GET,"/api/v1/staff/departments",staff,administration,hr + management
GET,"/api/v1/staff/departments/:id",staff,administration,hr + management
PUT,"/api/v1/staff/departments/:id",staff,administration,hr + management
GET,"/api/v1/staff/shifts",staff,administration,hr + management
GET,"/api/v1/staff/shifts/:id",staff,administration,hr + management
PUT,"/api/v1/staff/shifts/:id",staff,administration,hr + management
GET,"/api/v1/staff/attendance",staff,administration,hr + management
GET,"/api/v1/staff/attendance/:id",staff,administration,hr + management
PUT,"/api/v1/staff/attendance/:id",staff,administration,hr + management
GET,"/api/v1/staff/attendance/check-in",staff,administration,hr + management
GET,"/api/v1/staff/attendance/check-out",staff,administration,hr + management
GET,"/api/v1/staff/leaves",staff,administration,hr + management
GET,"/api/v1/staff/leaves/:id",staff,administration,hr + management
PUT,"/api/v1/staff/leaves/:id",staff,administration,hr + management
GET,"/api/v1/staff/leaves/apply",staff,administration,hr + management
POST,"/api/v1/staff/leaves/apply",staff,administration,hr + management
GET,"/api/v1/staff/leaves/approve/:id",staff,administration,hr + management
PUT,"/api/v1/staff/leaves/approve/:id",staff,administration,hr + management
GET,"/api/v1/staff/leaves/reject/:id",staff,administration,hr + management
PUT,"/api/v1/staff/leaves/reject/:id",staff,administration,hr + management
GET,"/api/v1/staff/payroll",staff,administration,hr + management
GET,"/api/v1/staff/payroll/:id",staff,administration,hr + management
PUT,"/api/v1/staff/payroll/:id",staff,administration,hr + management
GET,"/api/v1/staff/documents",staff,administration,hr + management
GET,"/api/v1/staff/documents/:id",staff,administration,hr + management
PUT,"/api/v1/staff/documents/:id",staff,administration,hr + management
GET,"/api/v1/staff/performance",staff,administration,hr + management
GET,"/api/v1/staff/performance/:id",staff,administration,hr + management
PUT,"/api/v1/staff/performance/:id",staff,administration,hr + management
GET,"/api/v1/staff/training",staff,administration,hr + management
GET,"/api/v1/staff/training/:id",staff,administration,hr + management
PUT,"/api/v1/staff/training/:id",staff,administration,hr + management
GET,"/api/v1/staff/certifications",staff,administration,hr + management
GET,"/api/v1/staff/certifications/:id",staff,administration,hr + management
PUT,"/api/v1/staff/certifications/:id",staff,administration,hr + management
GET,"/api/v1/staff/schedule",staff,administration,hr + management
GET,"/api/v1/staff/schedule/:id",staff,administration,hr + management
PUT,"/api/v1/staff/schedule/:id",staff,administration,hr + management
GET,"/api/v1/staff/overtime",staff,administration,hr + management
GET,"/api/v1/staff/overtime/:id",staff,administration,hr + management
PUT,"/api/v1/staff/overtime/:id",staff,administration,hr + management
GET,"/api/v1/staff/benefits",staff,administration,hr + management
GET,"/api/v1/staff/benefits/:id",staff,administration,hr + management
PUT,"/api/v1/staff/benefits/:id",staff,administration,hr + management
GET,"/api/v1/staff/emergency-contacts/:id",staff,administration,hr + management
PUT,"/api/v1/staff/emergency-contacts/:id",staff,administration,hr + management
GET,"/api/v1/staff/announcements",staff,administration,hr + management
GET,"/api/v1/staff/policies",staff,administration,hr + management
GET,"/api/v1/debug",debug,technical,admin only
POST,"/api/v1/debug",debug,technical,admin only
GET,"/api/v1/debug/:id",debug,technical,admin only
PUT,"/api/v1/debug/:id",debug,technical,admin only
DELETE,"/api/v1/debug/:id",debug,technical,admin only
GET,"/api/v1/debug/endpoint5",debug,technical,admin only
GET,"/api/v1/debug/endpoint6",debug,technical,admin only
GET,"/api/v1/debug/endpoint7",debug,technical,admin only
GET,"/api/v1/debug/endpoint8",debug,technical,admin only
GET,"/api/v1/debug/endpoint9",debug,technical,admin only
GET,"/api/v1/debug/endpoint10",debug,technical,admin only
GET,"/api/v1/devices",devices,technical,user-based
POST,"/api/v1/devices",devices,technical,user-based
GET,"/api/v1/devices/:id",devices,technical,user-based
PUT,"/api/v1/devices/:id",devices,technical,user-based
DELETE,"/api/v1/devices/:id",devices,technical,user-based
GET,"/api/v1/devices/endpoint5",devices,technical,user-based
GET,"/api/v1/devices/endpoint6",devices,technical,user-based
GET,"/api/v1/devices/endpoint7",devices,technical,user-based
GET,"/api/v1/devices/endpoint8",devices,technical,user-based
GET,"/api/v1/devices/endpoint9",devices,technical,user-based
GET,"/api/v1/devices/endpoint10",devices,technical,user-based
GET,"/api/v1/notifications",notifications,communication,role-based
POST,"/api/v1/notifications",notifications,communication,role-based
GET,"/api/v1/notifications/:id",notifications,communication,role-based
POST,"/api/v1/notifications",notifications,communication,role-based
PUT,"/api/v1/notifications/:id",notifications,communication,role-based
DELETE,"/api/v1/notifications/:id",notifications,communication,role-based
GET,"/api/v1/notifications/send",notifications,communication,role-based
POST,"/api/v1/notifications/send",notifications,communication,role-based
GET,"/api/v1/notifications/bulk-send",notifications,communication,role-based
POST,"/api/v1/notifications/bulk-send",notifications,communication,role-based
GET,"/api/v1/notifications/templates",notifications,communication,role-based
GET,"/api/v1/notifications/templates/:id",notifications,communication,role-based
PUT,"/api/v1/notifications/templates/:id",notifications,communication,role-based
GET,"/api/v1/notifications/schedule",notifications,communication,role-based
GET,"/api/v1/notifications/schedule/:id",notifications,communication,role-based
PUT,"/api/v1/notifications/schedule/:id",notifications,communication,role-based
GET,"/api/v1/notifications/cancel/:id",notifications,communication,role-based
PUT,"/api/v1/notifications/cancel/:id",notifications,communication,role-based
GET,"/api/v1/notifications/history",notifications,communication,role-based
GET,"/api/v1/notifications/unread",notifications,communication,role-based
GET,"/api/v1/notifications/mark-read/:id",notifications,communication,role-based
PUT,"/api/v1/notifications/mark-read/:id",notifications,communication,role-based
GET,"/api/v1/notifications/mark-all-read",notifications,communication,role-based
GET,"/api/v1/notifications/preferences",notifications,communication,role-based
GET,"/api/v1/notifications/preferences/:userId",notifications,communication,role-based
GET,"/api/v1/notifications/subscribe/:topic",notifications,communication,role-based
GET,"/api/v1/notifications/unsubscribe/:topic",notifications,communication,role-based
GET,"/api/v1/notifications/topics",notifications,communication,role-based
GET,"/api/v1/notifications/devices",notifications,communication,role-based
GET,"/api/v1/notifications/test",notifications,communication,role-based
GET,"/api-docs",swagger,documentation,public
POST,"/api-docs",swagger,documentation,public
GET,"/api-docs/:id",swagger,documentation,public
PUT,"/api-docs/:id",swagger,documentation,public
DELETE,"/api-docs/:id",swagger,documentation,public
GET,"/api-docs/endpoint5",swagger,documentation,public
GET,"/api-docs/endpoint6",swagger,documentation,public
GET,"/api-docs/endpoint7",swagger,documentation,public
GET,"/api-docs/endpoint8",swagger,documentation,public
